ACG.L,ACG.R,AMYG.L,AMYG.R,ANG.L,ANG.R,CAU.L,CAU.R,CUN.L,CUN.R,FFG.L,FFG.R,HIP.L,HIP.R,IFGoperc.L,IFGoperc.R,IFGtriang.L,IFGtriang.R,INS.L,INS.R,IPL.L,IPL.R,MTG.L,MTG.R,ORBinf.L,ORBinf.R,ORBmid.L,ORBmid.R,ORBsup.L,ORBsup.R,ORBsupmed.L,ORBsupmed.R,PCG.L,PCG.R,PCUN.L,PCUN.R,PUT.L,PUT.R,ROL.L,ROL.R,SFGdor.L,SFGdor.R,SFGmed.L,SFGmed.R,SPG.L,SPG.R,STG.L,STG.R,THA.L,THA.R,class
-0.03082606974258727,-0.014690339026879095,0.12769903882549657,0.05914489377160357,-0.027215970972704156,0.07960912342622674,0.12509243301193637,0.18077867504913317,0.18428387677180194,0.15271158075724403,0.22865839548838549,0.06297556059673658,0.0640861504601186,0.06434593955116974,-0.058090701176962245,0.10525054574661119,0.11710330924365775,0.12009746042087399,0.0026626652148005144,0.029376269225518573,0.035268184698500946,0.1255167110741048,0.055596301549406583,0.11981272877787025,-0.0986546932054993,0.0005217666707921925,0.020891746405891296,0.004164428691787352,-0.0050420236071546205,0.03040980800853203,-0.016480666400240148,0.07546362460478133,0.15132780256046105,0.24223601069875145,0.09404306735815211,0.21214483723585922,0.08346447002216666,0.06680043184207518,-0.10548291626034349,-0.0173292090427336,-0.04057150453478606,0.06090960735044149,-0.07973446120265357,0.01845064901811762,0.059275475538966255,0.2356606733875287,0.05344611467201716,0.12566932868108072,0.11069398114203172,0.22066280202346666,-1.0
0.05292085551564521,0.051249426385007374,0.07354638607955634,0.041369495664054706,-0.05827108339029424,-0.07762418023172332,-0.12072553868241333,-0.09705191600327574,-0.056947803037621016,-0.09922709634160239,0.03540142235953464,0.023677535484302847,0.0600534294131706,0.03619389664964887,-0.06641300382785256,0.05849348745932639,-0.07441898058144823,0.023554254133563313,0.021776070185598767,0.05564363439426647,-0.02261897535179966,-0.013452252118667296,0.019782158891254897,0.05825944087229081,0.027931635774538388,0.006592304669153806,-0.05345211996006811,-0.09920982182959324,0.02376959368910046,-0.039694337292516334,0.0372348752687838,0.02538717485339405,0.05690500544157418,-0.033641365529395104,-0.08308556353148616,-0.09508260961203295,0.07581445854808036,0.04665044027556924,0.03514737370894593,0.09468597115149031,-0.07185677273993786,-0.04628336755854284,-0.03032173401988138,-0.0889977912470737,-0.09785694519515846,-0.13408964491711964,0.06314803135225465,0.08554149907296842,-0.03094403867998251,0.03258022545218129,-1.0
0.21851935784173007,0.2544140455054701,0.30774484120718154,0.18405542172593584,0.10898994112457623,0.2850660742217632,0.18120309616453986,0.24371501590608377,0.11260291619184937,0.1451161767548754,0.2846477347917566,0.23742883951638893,0.20513387252066972,0.28253069117818685,0.08309036591535869,0.22083081657728643,0.08284984056915078,0.2689244289213323,0.16577551568108465,0.28467759252344066,0.11420454267569331,0.16783370133988793,0.21599790433406876,0.3311711069202792,0.054670495986402966,0.17457176934777593,0.09365403656989706,0.264788355600369,0.09241801938268886,0.2884392437865253,0.1614130673194544,0.21977417762911758,0.26289823449591404,0.3816248631550145,0.1870425795237143,0.25815856733616277,0.25480062138056586,0.34004793652532933,0.12367053285501789,0.16737237807798225,0.15829261351737545,0.2899448685714591,0.22211934159949678,0.26970652031200404,0.09656404140384661,0.12049952107235294,0.11013481774202342,0.28511263074126075,0.161706452678602,0.18505485758743914,-1.0
0.3264452613686875,0.25569854874044934,0.014365895799864505,0.10927342051608772,0.07557430455297788,-0.018881493864496297,0.10571952866230665,0.11318253271673841,0.15679316702030585,0.1033135644370431,0.17540178863892683,0.15939134580675035,0.1797236845355502,0.1870207162423777,0.034142987701139826,0.038025174331113264,0.0005518708668255171,0.08370109875602365,0.1087868633818837,0.06658999955108852,0.009585354310314617,-0.08987679307860252,0.13795118279186136,0.12013759917949769,0.26690571037321675,0.1905878607099102,0.11337207793678111,0.0018567794528084778,0.15106820884210562,0.10823025932324304,0.23618899383392655,0.13702981347123958,0.19849881922147147,0.07587025031936671,0.12046901456366133,0.08744651275724875,0.07664482245771416,0.05680595825025719,0.08156937654936246,0.08194718245714072,0.13644747612337396,0.08857486676506375,0.1912637037110555,0.16305156391479045,0.05079920306165911,-0.04685488282338738,0.11373202643703874,0.12845070438635683,0.10552795410914761,0.02575597973102323,-1.0
0.14543751243624112,0.09666588236670193,0.041449038066750044,0.11146079107406044,-0.07863121779828074,-0.1619407031201369,-0.09292884095043742,-0.06229871857162964,0.002960325122910982,0.03529428902638863,0.05482337810561666,-0.050295258200533634,0.035589188635244955,0.06743936966857043,-0.18412596258325484,-0.1377036549710211,-0.1588651028322536,-0.17203418315428112,-0.023955381380392948,-0.021544286880224518,-0.07729626948627474,-0.14357952046908062,0.010261738666710882,-0.02021778944471538,-0.12197325813954361,-0.07644701234059796,-0.021743182937245253,0.37520858783353345,-0.2541768490927103,0.006257704683884521,0.0007218577921548156,0.07333801660798676,-0.044670021895041594,-0.0503532318129975,-0.061994660571747705,-0.0555993554386767,0.005076596174505797,0.04656662099039851,0.018469749132434914,0.0059859289403606615,-0.08899709132051502,-0.06581351592595762,-0.05738552640015848,-0.04533095444187094,-0.13597562326520185,-0.06378103568260858,0.08759172421862227,0.028701418818798563,-0.1289679389452106,-0.07930487230183093,-1.0
0.07771819972117933,-0.0030029947169002967,0.07626444464919925,-0.17869565332026252,-0.09024238342769302,-0.00484353807171492,0.05013077239674785,-0.06049827739462435,0.1635480583987707,0.11683600996169242,0.12402499158862416,0.13190102265925377,0.023282194583143023,0.10418755197779563,0.02047806831316787,0.031039898571667956,0.020469399960403215,-0.026637639932083887,-0.014333646649345827,-0.042296077869561965,0.06483608137901982,0.08450802932387876,0.027143875161352065,0.15745802339485426,-0.051576715771681936,-0.08047791083352578,-0.0971907202731558,-0.01121381252892368,0.037199491530854466,-0.02415176110154559,0.1493608042938906,0.21023972273214475,0.0526390203038519,0.09125076133377347,0.07094822400527243,0.1598220911312053,0.03938382429278824,0.011154082894608707,0.07022803640917429,0.07764955072193878,-0.0006605665869409255,0.04428502236849188,-0.021338451883611453,-0.031452061304382155,0.06567260602756424,0.19398785209872235,0.09659586900565272,0.13868847461863212,0.03072265087734979,0.06833963389727199,-1.0
0.17245934303409652,0.10015818471612747,0.23117413742001555,0.21978256950957029,0.005706007362884282,-0.09459482633381272,-0.0022513327087342015,0.028464166746411588,0.06970070380104433,0.09139211306763038,0.06311582444977165,0.067294050100382,0.11360290598679358,0.11011994882626293,-0.12322396996966516,-0.0819096349476763,-0.08432062265132523,-0.06057479042998121,-0.03356222174117667,-0.03533394448515629,-0.10587474281181385,-0.1454297963442813,0.09150918219772847,0.06399259920070455,0.07516942699635155,0.14820233655049667,-0.07275999287476527,-0.0605242414404173,0.016662040622594482,0.007111009713367373,0.2301476672862159,0.16625097296994046,0.18113396025757378,0.1343448596732026,0.0744075999507849,0.03658658977704259,0.006946253927685553,-0.030816251604742207,-0.072670357257152,-0.020574813277471515,-0.005812684247535241,-0.07002584503952176,0.11156565430955202,0.018391479147327763,-0.04501825045209221,-0.014731065949997083,0.051407873565928186,0.05573304370255483,0.029676697902937168,0.02523436610023512,-1.0
0.09612216024610575,0.07817904959962786,0.19033535832465373,0.21312788514070521,-0.09547659447090967,-0.09883837094648446,-0.010035526639640224,-0.10364187183488088,0.12531853764315642,0.034284595798905255,0.05717112956840955,0.08711014777686527,0.11820620905284707,0.11942048581984716,-0.007361751473100471,0.007302967235934848,-0.03412099273672682,-0.011074359108122128,0.04368689711707047,0.06212214444194467,-0.07376743559284274,-0.04406724280326942,0.065277698822503,0.08419574208365777,-0.048587664250521266,0.0333504463813718,-0.20664097492835554,-0.19000897595347999,-0.02694429575404512,-0.10057437873190293,-0.011710971443262838,0.07152192696676704,-0.11082305222313897,-0.17761503030715942,-0.1048358202604945,-0.10648216232129071,0.014796712046754359,-0.008168163612662488,-0.038024879690845094,0.060659592839087596,-0.06716839488986018,-0.011014072570881848,-0.0861694692095179,-0.005506319278995697,-0.08520876407468199,-0.08503816273209619,0.13154325884349952,0.14692686016828033,0.008026177882653989,-0.03669735839445546,-1.0
0.19969313320766102,0.17002385456155447,0.27179825970766425,0.23692667169335255,-0.0678677903577596,-0.15146401119635175,0.00847470066905767,0.007882850578336905,0.08395995258467193,0.044921307192348235,0.1642884966247503,0.08056460563525329,0.16215423279084484,0.10143206423314417,-0.07191556481131543,-0.054263311666291336,-0.03550288210092301,-0.058042860161359955,0.08816180929324964,0.08334946965052176,-0.03138318732513829,-0.11867103341649958,0.1439464142557754,0.07057909865023941,-0.05298916035238036,0.07409790268630516,-0.11257972464387729,-0.10032127746568813,-0.07358134004366963,-0.11904437375034323,0.23850647627596114,0.13031907889865996,0.07943531304924321,-0.01922832774276972,-0.015096286273449408,-0.037456538249845246,0.07935783674163006,0.04319007284982937,0.17077795590551678,0.10197161313056652,0.05930649713846,0.036764494635709515,0.06312822767343505,0.09926614374843928,-0.05899865243278063,-0.09305901797332743,0.1794881808464365,0.1469771295819683,0.11561549266182396,0.07789548559127009,-1.0
0.18528839477615958,0.1717699843580975,0.12832759910650235,0.19244651856628303,0.09452611043886322,0.15353319761579612,0.05868079760541758,0.06614974274818865,0.11141451735021264,0.11364716420497274,0.14967943710358786,0.03607133105410682,0.09063093553165076,0.09786923196282334,0.036862370459057416,0.12951010652971598,-0.013397808440616074,0.11333793866087195,0.05621256754515771,0.16464734212578594,-0.0182039051215297,0.09773284584723385,0.15818169534526327,0.15909795855940223,0.027021447769176254,0.0832635795075166,-0.08034835433462699,-0.06525569359453827,-0.10201701494391725,-0.12022725593652932,0.036230999645509875,0.09722833508970964,0.1359564796916916,0.18446779061664362,0.10091183976148989,0.14741079334271812,0.09496347379348198,0.12454092474930632,0.15466273273941578,0.10209506721743612,0.061747704144153294,0.09399788110773555,0.12285526765582137,0.10287126161593796,-0.015867615946010966,-0.010913428581491089,0.14825406520561732,0.21618312463127776,0.1638025692595919,0.08655738578890367,-1.0
